Customer_ID,Age,Gender,Country,City,Device_Type,Browser,Session_Duration,Pages_Viewed,Clicked_Ad,Product_Category,Purchase_Amount,Payment_Method,Discount_Applied,Delivery_Time_Days,Return,Customer_Satisfaction,Membership_Level,Loyalty_Points,Referral_Used
CUST1206,19,Female,Canada,Lahore,Desktop,Firefox,56.43,17,1,Electronics,100.53,Cash on Delivery,0,12,1,5,Gold,908,0
CUST1207,45,Female,Canada,London,Desktop,Firefox,45.55,18,1,Books,62.51,PayPal,1,5,0,5,Gold,507,1
CUST1208,40,Female,Pakistan,Toronto,Tablet,Edge,35.61,5,1,Beauty,310.05,PayPal,1,6,0,1,Gold,643,0
CUST1209,54,Male,India,Toronto,Desktop,Firefox,49.88,13,1,Electronics,224.71,PayPal,0,2,1,3,Silver,465,1
CUST1210,49,Male,Canada,Toronto,Tablet,Chrome,5.73,19,1,Beauty,98.07,Credit Card,0,6,0,1,Platinum,823,0
CUST1211,50,Other,UK,London,Tablet,Safari,29.13,13,0,Clothing,328.3,PayPal,1,14,1,3,Gold,406,1
CUST1212,18,Male,Canada,Toronto,Desktop,Firefox,38.18,18,1,Beauty,78.5,Debit Card,0,11,0,2,Platinum,608,1
CUST1213,36,Male,UK,New York,Mobile,Edge,49.89,14,0,Books,279.38,Cash on Delivery,1,4,1,2,None,97,1
CUST1214,19,Male,Pakistan,Toronto,Mobile,Safari,47.22,4,1,Electronics,265.94,PayPal,1,8,1,1,Silver,289,0
CUST1215,61,Female,Canada,Mumbai,Desktop,Edge,17.35,4,1,Books,368.44,PayPal,0,13,1,3,Silver,867,1
CUST1216,43,Female,UK,London,Mobile,Safari,56.51,19,0,Books,32.28,Cash on Delivery,0,11,1,3,Platinum,738,0
CUST1217,49,Other,Pakistan,Mumbai,Tablet,Safari,8.34,13,1,Electronics,444.5,PayPal,0,9,0,3,None,656,1
CUST1218,23,Male,India,Toronto,Tablet,Firefox,52.63,12,1,Books,352.98,Credit Card,1,9,1,2,None,155,0
CUST1219,49,Male,UK,New York,Desktop,Chrome,58.29,7,0,Home,111.98,Debit Card,1,8,1,1,Gold,781,1
CUST1220,21,Other,India,Lahore,Mobile,Firefox,11.45,12,1,Home,95.79,Cash on Delivery,1,3,1,4,Silver,161,1
CUST1221,28,Male,India,Toronto,Mobile,Edge,43.6,4,0,Home,218.67,Cash on Delivery,1,10,1,3,None,623,0
CUST1222,34,Male,USA,New York,Tablet,Edge,3.38,2,1,Beauty,409.69,Credit Card,1,11,1,3,None,842,0
CUST1223,55,Female,Canada,London,Desktop,Safari,24.92,2,1,Books,422.26,Debit Card,1,11,0,4,Gold,696,1
CUST1224,41,Other,UK,Mumbai,Mobile,Safari,31.46,5,0,Electronics,262.63,Credit Card,0,4,1,1,Gold,716,1
CUST1225,22,Other,India,Mumbai,Desktop,Chrome,35.26,10,1,Electronics,431.1,Debit Card,1,1,0,3,Platinum,96,0
CUST1226,51,Other,USA,Mumbai,Mobile,Firefox,56.22,10,0,Beauty,7.69,Credit Card,1,9,0,1,Silver,376,1
CUST1227,23,Other,Pakistan,London,Tablet,Edge,40.66,9,0,Electronics,22.41,PayPal,1,5,1,3,None,566,1
CUST1228,39,Female,UK,New York,Tablet,Safari,29.4,13,0,Home,456.35,Credit Card,1,6,1,5,Platinum,449,0
CUST1229,28,Female,India,London,Desktop,Chrome,48.77,7,1,Books,388.79,Cash on Delivery,0,3,0,3,Silver,993,0
CUST1230,33,Male,Canada,Mumbai,Tablet,Edge,57.08,5,1,Electronics,228.1,Cash on Delivery,1,11,0,5,Platinum,116,0
CUST1231,50,Male,USA,Toronto,Mobile,Safari,2.3,10,0,Electronics,378.04,Cash on Delivery,0,10,0,1,Silver,604,1
CUST1232,26,Male,India,Lahore,Tablet,Edge,58.97,10,1,Clothing,478.04,Credit Card,0,8,1,3,Silver,804,1
CUST1233,23,Male,Canada,London,Desktop,Chrome,6.08,6,1,Clothing,387.18,Cash on Delivery,1,7,0,2,None,963,1
CUST1234,33,Female,India,London,Desktop,Chrome,49.05,19,1,Clothing,421.97,Cash on Delivery,1,1,0,2,Silver,715,0
CUST1235,46,Other,UK,New York,Desktop,Edge,17.54,8,0,Books,381.5,PayPal,0,10,1,4,Gold,793,1
CUST1236,20,Female,UK,New York,Mobile,Firefox,8.8,1,1,Home,88.26,PayPal,0,12,0,2,None,505,0
CUST1237,37,Male,UK,London,Mobile,Edge,26.95,17,0,Home,417.62,Debit Card,1,5,1,5,Gold,188,0
CUST1238,53,Female,USA,Mumbai,Mobile,Safari,38.99,7,1,Home,101.58,Debit Card,0,10,0,2,Platinum,475,1
CUST1239,36,Other,UK,Lahore,Mobile,Firefox,23.48,14,1,Books,446.84,Debit Card,1,9,1,2,Platinum,322,0
CUST1240,43,Other,Canada,New York,Mobile,Safari,4.22,17,0,Books,232.03,Credit Card,1,12,0,2,Silver,595,1
CUST1241,20,Female,India,Mumbai,Tablet,Edge,36.37,9,1,Clothing,340.1,Debit Card,0,11,1,3,Silver,969,0
CUST1242,36,Female,Pakistan,Toronto,Mobile,Firefox,54.24,17,0,Electronics,251.13,Credit Card,1,12,1,4,Gold,179,0
CUST1243,37,Female,Canada,New York,Mobile,Safari,23.61,5,1,Beauty,51.53,Credit Card,1,6,0,1,Gold,785,0
CUST1244,49,Male,Canada,Mumbai,Tablet,Edge,13.76,8,0,Beauty,148.91,Debit Card,1,8,1,4,Gold,180,1
CUST1245,24,Female,UK,Mumbai,Mobile,Edge,27.11,6,1,Electronics,491.95,Debit Card,0,10,0,5,Platinum,958,0
CUST1246,58,Female,USA,Lahore,Desktop,Firefox,3.85,11,1,Clothing,480.55,Credit Card,0,1,1,3,Gold,692,1
CUST1247,50,Female,India,Lahore,Mobile,Edge,49.41,19,1,Electronics,163.64,PayPal,0,10,1,3,None,794,0
CUST1248,57,Other,USA,Toronto,Mobile,Chrome,49.75,4,0,Electronics,498.17,Cash on Delivery,1,11,1,2,None,286,0
CUST1249,56,Other,India,Mumbai,Desktop,Safari,35.69,18,0,Beauty,423.55,Cash on Delivery,0,7,1,2,Platinum,474,0
CUST1250,35,Male,India,Mumbai,Desktop,Safari,21.83,1,0,Clothing,307.42,Cash on Delivery,0,3,1,5,Gold,617,1
CUST1251,57,Male,USA,Lahore,Desktop,Edge,48.19,13,1,Books,24.86,PayPal,0,9,1,3,Gold,640,1
CUST1252,18,Other,Canada,New York,Desktop,Edge,33.73,14,0,Beauty,451.22,Credit Card,1,6,1,1,Silver,261,1
CUST1253,28,Other,India,New York,Mobile,Chrome,49.73,1,0,Books,280.93,Debit Card,1,5,0,4,None,522,1
CUST1254,45,Other,USA,London,Desktop,Firefox,38.26,11,0,Clothing,434.9,Credit Card,0,8,0,3,Platinum,161,1
CUST1255,42,Female,India,Lahore,Desktop,Edge,47.28,17,0,Electronics,418.04,Credit Card,0,8,1,1,Gold,486,0
CUST1256,40,Female,Pakistan,London,Tablet,Edge,36.32,4,0,Home,417.34,Debit Card,0,12,1,1,Silver,979,0
CUST1257,48,Other,Canada,Lahore,Desktop,Edge,25.43,12,0,Home,350.6,PayPal,1,12,1,4,Platinum,958,1
CUST1258,47,Female,UK,Toronto,Desktop,Edge,57.52,10,0,Clothing,149.25,Cash on Delivery,0,3,0,1,Platinum,180,1
CUST1259,59,Female,India,Mumbai,Tablet,Safari,32.93,6,0,Home,171.4,Cash on Delivery,1,2,1,5,None,724,1
CUST1260,52,Male,Pakistan,Toronto,Tablet,Edge,36.7,1,0,Books,157.69,Credit Card,1,2,0,1,Gold,468,1
CUST1261,24,Other,UK,Lahore,Mobile,Safari,14.01,7,0,Home,14.92,PayPal,1,14,1,5,Platinum,785,0
CUST1262,33,Other,UK,Mumbai,Tablet,Edge,37.91,16,1,Clothing,293.37,Cash on Delivery,0,5,1,1,Silver,20,1
CUST1263,43,Female,India,New York,Mobile,Firefox,34.72,14,1,Clothing,350.92,PayPal,0,10,1,2,Silver,274,1
CUST1264,19,Other,USA,New York,Tablet,Chrome,11.91,6,0,Books,427.66,Debit Card,1,12,1,1,Platinum,259,1
CUST1265,18,Male,India,London,Tablet,Firefox,4.52,5,1,Home,74.38,Credit Card,1,7,1,5,Silver,332,1
CUST1266,29,Male,Pakistan,Lahore,Mobile,Edge,36.66,18,1,Home,274.37,Credit Card,1,8,0,1,Platinum,465,0
CUST1267,22,Male,UK,Lahore,Tablet,Edge,46.06,15,0,Electronics,8.96,PayPal,1,10,1,1,Silver,115,0
CUST1268,54,Other,India,New York,Mobile,Edge,31.88,6,0,Beauty,52.07,Cash on Delivery,0,8,0,1,Platinum,412,1
CUST1269,49,Other,USA,Toronto,Tablet,Firefox,14.38,19,0,Clothing,31.83,PayPal,0,13,0,5,Platinum,536,0
CUST1270,26,Other,India,Mumbai,Desktop,Edge,40.32,1,1,Electronics,364.11,Debit Card,1,12,1,1,Platinum,951,0
CUST1271,58,Other,Canada,Toronto,Tablet,Firefox,5.73,1,0,Clothing,45.12,Cash on Delivery,1,8,1,4,Silver,844,1
CUST1272,52,Other,USA,Toronto,Mobile,Safari,27.07,13,1,Electronics,359.64,Cash on Delivery,1,10,1,4,Platinum,765,1
CUST1273,36,Male,Pakistan,New York,Tablet,Chrome,10.64,3,0,Beauty,128.56,PayPal,0,12,0,5,None,958,0
CUST1274,33,Female,UK,New York,Mobile,Chrome,11.88,10,1,Electronics,439.47,Debit Card,1,11,0,2,Platinum,922,0
CUST1275,20,Male,India,New York,Mobile,Firefox,12.94,3,1,Clothing,407.51,Cash on Delivery,0,3,0,4,Gold,955,0
CUST1276,37,Other,USA,London,Desktop,Safari,23.82,9,0,Home,479.13,Credit Card,1,14,1,3,Gold,722,0
CUST1277,41,Male,Canada,Toronto,Desktop,Firefox,4.02,8,0,Clothing,442.46,Debit Card,0,11,0,4,None,816,0
CUST1278,50,Other,USA,Lahore,Mobile,Safari,24.47,3,1,Books,467.0,Cash on Delivery,0,2,0,3,Platinum,832,1
CUST1279,41,Other,Canada,Mumbai,Tablet,Edge,31.19,13,1,Books,430.08,PayPal,1,13,0,5,Gold,933,0
CUST1280,28,Male,Pakistan,London,Mobile,Safari,29.51,6,0,Books,348.22,Cash on Delivery,0,4,1,2,Platinum,850,0
CUST1281,25,Other,UK,Lahore,Mobile,Safari,23.58,13,0,Books,89.28,Credit Card,0,1,0,3,Gold,947,0
CUST1282,53,Female,Pakistan,Toronto,Tablet,Safari,50.51,12,1,Beauty,139.5,Debit Card,0,3,0,3,Silver,256,0
CUST1283,55,Other,India,New York,Tablet,Chrome,9.57,13,0,Home,110.3,Cash on Delivery,0,11,1,4,Silver,167,0
CUST1284,57,Female,USA,Toronto,Tablet,Safari,30.84,2,1,Home,303.77,Credit Card,1,9,1,3,None,848,0
CUST1285,37,Female,Canada,Mumbai,Tablet,Edge,4.66,16,0,Clothing,254.29,Cash on Delivery,1,7,1,5,None,532,0
CUST1286,52,Other,Canada,London,Mobile,Edge,5.2,6,0,Electronics,434.2,Cash on Delivery,1,7,0,5,Platinum,597,0
CUST1287,42,Male,USA,London,Mobile,Edge,34.86,19,0,Clothing,476.57,Debit Card,1,1,0,5,None,14,1
CUST1288,52,Female,USA,Mumbai,Desktop,Safari,34.4,13,1,Clothing,205.41,PayPal,1,7,0,4,Platinum,49,1
CUST1289,42,Male,India,Lahore,Mobile,Firefox,52.8,17,0,Clothing,255.64,PayPal,0,10,1,2,Silver,998,0
CUST1290,46,Female,Pakistan,Lahore,Tablet,Firefox,33.91,9,1,Clothing,485.9,Credit Card,0,7,0,4,Silver,303,1
CUST1291,35,Other,Canada,London,Desktop,Edge,57.63,17,0,Home,141.74,Credit Card,0,4,1,5,Gold,486,1
CUST1292,63,Other,India,London,Tablet,Chrome,3.87,2,1,Electronics,397.23,Credit Card,0,7,1,4,Platinum,415,1
CUST1293,35,Female,Pakistan,New York,Mobile,Firefox,6.78,19,1,Clothing,116.49,Debit Card,1,8,0,5,Silver,304,1
CUST1294,19,Other,India,Lahore,Desktop,Safari,3.6,19,0,Home,342.32,PayPal,1,3,0,1,Silver,195,1
CUST1295,52,Female,Canada,Mumbai,Tablet,Firefox,11.93,7,1,Clothing,130.54,Credit Card,0,13,0,1,Platinum,875,1
CUST1296,33,Other,USA,Lahore,Desktop,Edge,32.93,10,1,Books,442.45,Credit Card,1,10,1,3,Gold,812,0
CUST1297,58,Male,USA,New York,Desktop,Chrome,39.09,10,1,Clothing,282.93,Cash on Delivery,0,2,1,2,Gold,799,0
CUST1298,53,Other,Pakistan,London,Mobile,Firefox,3.69,9,1,Clothing,97.04,Cash on Delivery,0,7,0,1,Gold,387,1
CUST1299,50,Male,UK,London,Tablet,Firefox,56.81,17,0,Beauty,116.06,Credit Card,1,5,1,5,Gold,756,0
CUST1300,21,Other,Pakistan,New York,Desktop,Edge,50.69,15,0,Books,249.46,Cash on Delivery,1,5,0,4,Silver,960,1
CUST1301,50,Male,UK,Mumbai,Desktop,Chrome,18.5,2,0,Electronics,480.99,Cash on Delivery,1,14,0,4,Platinum,864,0
CUST1302,31,Other,India,London,Tablet,Chrome,5.55,4,1,Clothing,385.97,Cash on Delivery,1,5,0,3,Platinum,454,0
CUST1303,38,Male,India,Toronto,Desktop,Edge,11.02,19,1,Electronics,246.71,Debit Card,1,7,1,4,Silver,712,0
CUST1304,37,Female,Canada,London,Desktop,Safari,8.49,17,0,Books,172.17,Credit Card,1,9,1,1,Silver,704,1
CUST1305,25,Female,UK,Toronto,Desktop,Firefox,8.27,5,0,Clothing,276.89,Credit Card,1,11,0,4,Silver,847,0
CUST1306,24,Male,Canada,New York,Tablet,Safari,31.6,7,1,Beauty,375.44,Cash on Delivery,0,8,0,1,None,657,0
CUST1307,20,Other,USA,New York,Tablet,Firefox,15.5,18,0,Home,393.04,Debit Card,1,6,1,1,Platinum,309,1
CUST1308,34,Male,UK,London,Tablet,Firefox,22.13,7,0,Beauty,165.68,Cash on Delivery,0,7,0,2,Platinum,126,1
CUST1309,50,Other,Pakistan,Lahore,Tablet,Safari,59.38,17,1,Beauty,361.97,Debit Card,0,9,1,3,Platinum,174,0
CUST1310,29,Female,USA,Toronto,Mobile,Edge,41.37,7,0,Home,330.61,Credit Card,1,14,0,5,Gold,133,1
CUST1311,39,Other,USA,Mumbai,Desktop,Edge,56.99,4,1,Home,479.76,Cash on Delivery,0,11,1,1,Silver,65,0
CUST1312,39,Female,Pakistan,London,Tablet,Firefox,9.41,8,0,Home,465.89,Credit Card,1,6,0,3,Silver,392,0
CUST1313,63,Other,USA,Mumbai,Desktop,Edge,23.55,13,1,Clothing,395.74,Debit Card,0,1,1,5,Silver,963,1
CUST1314,47,Other,UK,London,Desktop,Firefox,33.73,4,1,Electronics,363.08,PayPal,0,4,0,4,None,364,1
CUST1315,55,Other,Canada,Lahore,Mobile,Edge,5.53,6,1,Electronics,140.65,Debit Card,0,8,1,3,Platinum,278,0
CUST1316,55,Male,USA,Lahore,Tablet,Firefox,1.25,5,1,Home,423.75,PayPal,1,7,1,3,Silver,757,1
CUST1317,62,Male,UK,Lahore,Tablet,Edge,40.56,12,1,Beauty,216.62,Credit Card,0,3,1,3,None,362,0
CUST1318,25,Female,India,Lahore,Desktop,Chrome,38.87,4,0,Books,139.76,Credit Card,0,10,1,4,Silver,748,1
CUST1319,44,Female,UK,New York,Tablet,Safari,25.24,9,0,Home,195.16,Cash on Delivery,0,3,0,4,Gold,170,1
CUST1320,44,Male,Canada,New York,Desktop,Chrome,29.89,4,0,Beauty,418.79,PayPal,1,11,1,3,Platinum,50,1
CUST1321,51,Female,UK,Toronto,Desktop,Safari,25.51,19,1,Beauty,78.57,Debit Card,0,3,1,2,None,327,1
CUST1322,38,Male,Pakistan,Mumbai,Mobile,Safari,2.42,14,0,Clothing,230.8,Credit Card,1,12,0,1,Silver,870,1
CUST1323,47,Other,Canada,London,Mobile,Firefox,20.79,5,1,Clothing,248.72,PayPal,0,1,1,4,Platinum,664,0
CUST1324,50,Female,India,London,Mobile,Safari,11.45,18,1,Electronics,23.13,Debit Card,0,10,0,2,None,591,0
CUST1325,45,Female,Pakistan,New York,Desktop,Chrome,6.81,10,0,Electronics,101.89,PayPal,0,1,1,4,Platinum,930,0
CUST1326,64,Male,UK,London,Tablet,Chrome,57.45,19,1,Books,414.24,Debit Card,1,6,1,3,Platinum,144,1
CUST1327,50,Female,Canada,New York,Mobile,Edge,36.36,12,0,Books,416.23,Debit Card,0,14,1,2,Gold,273,0
CUST1328,22,Female,India,Toronto,Tablet,Chrome,43.99,18,1,Books,149.75,Debit Card,0,14,1,5,Platinum,154,0
CUST1329,36,Other,Pakistan,Mumbai,Mobile,Edge,19.61,17,1,Books,438.07,Debit Card,0,1,1,1,None,910,1
CUST1330,21,Female,India,Toronto,Mobile,Safari,24.2,11,0,Beauty,387.03,PayPal,0,5,1,1,Platinum,507,1
CUST1331,52,Other,UK,Lahore,Desktop,Chrome,14.98,3,1,Beauty,211.86,PayPal,1,4,0,4,None,848,1
CUST1332,34,Male,India,Lahore,Mobile,Safari,6.72,17,0,Electronics,375.46,Cash on Delivery,0,5,0,1,Platinum,362,0
CUST1333,61,Female,USA,Lahore,Mobile,Chrome,11.56,1,1,Clothing,480.86,PayPal,0,7,1,5,Silver,324,0
CUST1334,45,Other,Pakistan,Toronto,Desktop,Chrome,48.05,15,0,Clothing,232.19,PayPal,0,6,1,2,Gold,847,1
CUST1335,47,Male,India,London,Tablet,Edge,40.98,9,1,Home,123.02,Cash on Delivery,0,12,0,2,Silver,654,0
CUST1336,46,Female,UK,Mumbai,Mobile,Safari,33.27,15,0,Beauty,471.2,PayPal,1,9,0,3,Gold,297,0
CUST1337,63,Male,UK,Lahore,Desktop,Chrome,29.03,3,0,Books,303.85,Debit Card,0,6,1,2,None,493,1
CUST1338,23,Female,India,Lahore,Mobile,Firefox,55.42,19,1,Books,57.11,Credit Card,0,9,1,4,Gold,545,0
CUST1339,52,Male,UK,Lahore,Desktop,Safari,5.29,13,0,Home,288.48,Credit Card,1,4,1,5,Platinum,303,1
CUST1340,58,Male,Canada,Mumbai,Tablet,Safari,17.56,12,1,Clothing,252.79,Cash on Delivery,0,1,1,3,Platinum,466,0
CUST1341,54,Other,Canada,Lahore,Tablet,Safari,21.65,1,1,Books,428.52,PayPal,0,1,1,4,Silver,903,1
CUST1342,41,Male,Canada,Mumbai,Desktop,Edge,47.16,17,0,Clothing,267.69,PayPal,0,10,1,4,Gold,238,0
CUST1343,46,Female,USA,Lahore,Desktop,Firefox,59.56,13,0,Home,131.34,Cash on Delivery,1,7,0,4,None,649,0
CUST1344,63,Female,India,Toronto,Desktop,Safari,15.2,1,0,Clothing,339.44,Credit Card,0,13,1,1,None,765,1
CUST1345,48,Other,USA,Toronto,Tablet,Chrome,52.58,10,0,Clothing,273.57,Debit Card,1,13,1,4,Platinum,516,1
CUST1346,52,Female,UK,Mumbai,Mobile,Chrome,50.01,15,0,Clothing,120.36,PayPal,1,13,0,1,None,883,1
CUST1347,50,Female,USA,Toronto,Tablet,Edge,14.25,7,1,Books,288.95,Cash on Delivery,1,3,0,2,Platinum,175,1
CUST1348,38,Female,UK,Mumbai,Desktop,Chrome,24.56,18,0,Electronics,411.66,Debit Card,1,2,0,1,Platinum,884,0
CUST1349,49,Male,UK,Toronto,Desktop,Safari,25.17,16,1,Beauty,19.14,Cash on Delivery,1,14,0,4,Platinum,409,1
CUST1350,40,Male,Pakistan,Toronto,Tablet,Chrome,58.72,14,0,Clothing,317.27,Cash on Delivery,1,6,1,5,Silver,725,1
CUST1351,50,Female,Canada,Mumbai,Desktop,Safari,11.67,18,0,Clothing,178.04,Cash on Delivery,1,6,0,5,Silver,363,1
CUST1352,20,Other,UK,London,Tablet,Chrome,48.15,7,0,Clothing,149.87,Credit Card,0,13,0,2,Platinum,22,1
CUST1353,35,Male,Pakistan,Toronto,Desktop,Firefox,20.72,17,1,Electronics,199.33,Credit Card,0,7,1,4,Platinum,317,1
CUST1354,42,Other,Canada,Lahore,Mobile,Edge,44.12,18,0,Home,174.3,Cash on Delivery,1,5,0,1,Platinum,524,0
CUST1355,59,Female,UK,London,Mobile,Edge,25.78,12,1,Books,416.96,PayPal,1,8,0,5,None,904,1
CUST1356,48,Female,UK,Mumbai,Desktop,Firefox,35.12,8,1,Electronics,141.02,Debit Card,1,7,1,3,Platinum,752,1
CUST1357,20,Male,USA,London,Tablet,Firefox,50.12,2,1,Clothing,367.91,PayPal,1,2,1,4,Platinum,275,1
CUST1358,57,Female,USA,New York,Mobile,Edge,48.45,7,0,Electronics,51.56,Credit Card,1,1,1,4,Gold,603,0
CUST1359,63,Male,Canada,New York,Tablet,Firefox,52.12,4,1,Electronics,475.94,Debit Card,1,13,1,3,Gold,619,0
CUST1360,41,Female,UK,Toronto,Desktop,Safari,4.52,18,0,Electronics,313.05,Cash on Delivery,0,14,1,5,Gold,952,0
CUST1361,49,Female,India,Toronto,Tablet,Chrome,41.83,6,1,Home,354.83,PayPal,0,9,1,3,Gold,228,1
CUST1362,64,Male,USA,Lahore,Mobile,Edge,9.26,9,0,Beauty,152.53,PayPal,1,5,1,2,Platinum,663,1
CUST1363,39,Male,Canada,London,Tablet,Firefox,25.53,9,1,Books,208.99,Cash on Delivery,1,12,0,1,Gold,107,0
CUST1364,40,Male,UK,New York,Tablet,Safari,33.37,14,0,Home,115.77,PayPal,1,11,0,1,None,800,0
CUST1365,19,Female,UK,Toronto,Desktop,Edge,24.76,8,0,Home,466.61,Credit Card,0,5,1,5,None,915,1
CUST1366,44,Female,India,London,Desktop,Firefox,31.66,19,0,Beauty,246.61,Cash on Delivery,1,12,0,3,Gold,955,1
CUST1367,59,Other,Canada,Toronto,Desktop,Edge,59.8,3,1,Home,317.07,PayPal,0,10,1,4,Silver,175,1
CUST1368,19,Male,UK,Toronto,Mobile,Firefox,8.98,18,1,Electronics,368.46,Cash on Delivery,0,4,0,4,None,319,0
CUST1369,43,Female,USA,New York,Mobile,Edge,40.85,5,0,Electronics,188.7,Debit Card,0,2,1,4,None,285,1
CUST1370,34,Female,India,New York,Desktop,Safari,24.36,14,1,Clothing,361.45,Cash on Delivery,1,5,0,2,Gold,875,1
CUST1371,57,Male,Canada,Toronto,Desktop,Safari,8.85,4,1,Home,339.62,PayPal,1,2,1,2,Gold,328,0
CUST1372,50,Other,India,Mumbai,Mobile,Chrome,10.37,7,1,Clothing,354.3,Credit Card,0,12,0,4,Platinum,876,0
CUST1373,26,Male,USA,Toronto,Mobile,Edge,57.01,12,1,Books,247.17,Cash on Delivery,0,7,1,5,None,752,0
CUST1374,60,Other,Canada,Toronto,Mobile,Chrome,52.9,2,1,Electronics,194.55,Cash on Delivery,0,11,0,2,Gold,656,1
CUST1375,56,Female,India,Lahore,Mobile,Edge,54.52,11,1,Books,114.93,PayPal,0,9,0,2,Gold,355,0
CUST1376,46,Other,Pakistan,Lahore,Desktop,Firefox,59.5,14,1,Beauty,413.19,Credit Card,1,9,1,1,Platinum,13,0
CUST1377,59,Female,USA,Lahore,Mobile,Firefox,13.29,16,0,Electronics,306.13,Credit Card,0,11,0,1,None,274,1
CUST1378,43,Male,USA,Mumbai,Desktop,Chrome,21.97,6,0,Books,224.95,Debit Card,1,6,0,5,Gold,70,1
CUST1379,52,Male,USA,Mumbai,Tablet,Edge,40.48,4,1,Beauty,472.28,Debit Card,0,1,0,2,Platinum,826,0
CUST1380,42,Male,Pakistan,Toronto,Tablet,Chrome,29.54,15,0,Books,28.68,PayPal,1,13,0,2,Gold,194,1
CUST1381,41,Other,Pakistan,Lahore,Mobile,Safari,25.68,1,0,Beauty,425.84,Credit Card,0,6,0,3,Silver,864,0
CUST1382,30,Female,UK,Mumbai,Tablet,Chrome,22.11,7,0,Beauty,498.8,Credit Card,1,5,1,5,Silver,811,1
CUST1383,24,Male,India,New York,Tablet,Chrome,36.03,12,1,Electronics,444.04,Debit Card,1,4,1,5,Gold,927,1
CUST1384,53,Male,UK,Toronto,Tablet,Firefox,34.96,10,1,Clothing,406.17,Debit Card,1,12,0,3,None,878,0
CUST1385,62,Female,India,London,Mobile,Chrome,10.53,5,1,Beauty,190.28,PayPal,0,6,1,3,Silver,522,0
CUST1386,37,Male,Pakistan,Toronto,Mobile,Edge,28.83,12,1,Beauty,119.5,Credit Card,1,6,0,1,Platinum,105,0
CUST1387,18,Female,Pakistan,London,Tablet,Firefox,33.65,18,1,Electronics,368.75,Cash on Delivery,0,14,1,5,Gold,769,1
CUST1388,25,Female,UK,Lahore,Desktop,Chrome,34.65,10,0,Clothing,155.76,Debit Card,1,6,0,5,Platinum,985,0
CUST1389,63,Female,Canada,London,Tablet,Safari,13.4,6,1,Home,92.14,PayPal,1,2,0,3,Silver,892,1
CUST1390,33,Female,UK,Lahore,Mobile,Chrome,44.79,12,0,Home,394.33,Credit Card,0,14,0,4,None,195,1
CUST1391,31,Female,India,New York,Mobile,Chrome,2.49,7,1,Clothing,159.71,Credit Card,1,7,0,4,Platinum,144,0
CUST1392,29,Other,UK,London,Mobile,Chrome,21.94,18,0,Books,457.65,Debit Card,1,14,1,1,Silver,976,1
CUST1393,40,Male,USA,Toronto,Tablet,Firefox,47.03,2,1,Electronics,421.11,PayPal,0,4,1,4,Silver,731,1
CUST1394,32,Other,India,Lahore,Desktop,Edge,34.27,10,1,Clothing,424.58,Cash on Delivery,1,13,1,4,Silver,349,0
CUST1395,45,Male,India,Toronto,Mobile,Safari,16.41,15,1,Home,386.93,Debit Card,1,12,0,4,Platinum,423,1
CUST1396,51,Other,Canada,Mumbai,Mobile,Chrome,42.0,12,1,Beauty,441.04,PayPal,1,9,1,2,Silver,470,1
CUST1397,19,Female,Pakistan,Lahore,Tablet,Edge,34.48,17,1,Home,403.84,Credit Card,1,10,1,1,Gold,685,0
CUST1398,49,Male,India,London,Desktop,Edge,47.98,4,1,Beauty,303.24,Cash on Delivery,0,2,0,3,Silver,215,0
CUST1399,40,Male,Pakistan,Lahore,Tablet,Firefox,44.37,7,0,Electronics,151.43,PayPal,1,5,0,4,Gold,92,1
CUST1400,39,Other,UK,Toronto,Mobile,Safari,37.0,9,1,Beauty,444.66,Cash on Delivery,1,14,0,2,None,259,1
CUST1401,42,Other,USA,New York,Desktop,Firefox,29.8,19,0,Clothing,421.1,PayPal,1,4,1,4,Gold,933,1
CUST1402,39,Male,Canada,Lahore,Desktop,Edge,8.86,7,1,Beauty,239.08,PayPal,1,9,1,2,None,574,1
CUST1403,39,Other,Pakistan,London,Mobile,Edge,16.42,2,0,Books,24.34,PayPal,1,4,0,1,None,540,0
CUST1404,59,Other,India,Mumbai,Desktop,Edge,25.73,6,0,Clothing,321.08,PayPal,1,8,1,4,Gold,786,1
CUST1405,23,Other,Pakistan,New York,Desktop,Firefox,36.36,18,0,Electronics,30.05,Cash on Delivery,1,8,0,2,None,858,1
CUST1406,32,Female,India,Mumbai,Tablet,Safari,31.31,6,0,Clothing,463.51,Debit Card,1,6,1,5,Gold,284,1
CUST1407,60,Female,Pakistan,Lahore,Mobile,Chrome,18.0,13,0,Books,481.01,Cash on Delivery,0,6,0,5,Platinum,483,1
CUST1408,54,Other,India,Toronto,Mobile,Firefox,1.38,19,0,Electronics,98.8,PayPal,0,11,1,2,None,930,0
CUST1409,50,Other,UK,Toronto,Mobile,Edge,30.28,2,1,Home,339.81,Cash on Delivery,0,8,1,4,Gold,371,1
CUST1410,25,Female,India,London,Mobile,Firefox,17.85,12,0,Books,50.67,Cash on Delivery,0,12,1,4,None,69,0
CUST1411,61,Female,India,Toronto,Mobile,Edge,44.34,15,1,Electronics,366.11,Cash on Delivery,1,13,0,1,Silver,378,0
CUST1412,61,Male,USA,New York,Desktop,Chrome,2.41,14,1,Beauty,176.91,PayPal,1,12,0,1,Gold,278,0
